student_id,subject,exam_type,max_marks,obtained_marks,percentage,exam_date,evaluator
147,Mathematics,Unit Test 2,20,20.0,100.0,2025-10-20,Prof. Singh
147,Mathematics,Mid Semester,30,15.97,53.22,2025-11-10,Prof. Gupta
147,Mathematics,Assignment 1,10,7.61,76.07,2025-09-30,Prof. Kumar
147,Mathematics,Assignment 2,10,10.0,100.0,2025-10-30,Prof. Gupta
147,Mathematics,Lab Internal,10,10.0,100.0,2025-11-20,Prof. Singh
147,Physics,Unit Test 1,20,15.24,76.18,2025-09-15,Prof. Kumar
147,Physics,Unit Test 2,20,16.0,80.0,2025-10-20,Prof. Kumar
147,Physics,Mid Semester,30,16.08,53.58,2025-11-10,Prof. Kumar
147,Physics,Assignment 1,10,9.36,93.55,2025-09-30,Prof. Singh
147,Physics,Assignment 2,10,3.45,34.52,2025-10-30,Prof. Kumar
147,Physics,Lab Internal,10,9.06,90.64,2025-11-20,Prof. Gupta
147,Chemistry,Unit Test 1,20,12.92,64.58,2025-09-15,Prof. Kumar
147,Chemistry,Unit Test 2,20,19.37,96.85,2025-10-20,Prof. Singh
147,Chemistry,Mid Semester,30,21.59,71.95,2025-11-10,Prof. Kumar
147,Chemistry,Assignment 1,10,8.59,85.87,2025-09-30,Prof. Gupta
147,Chemistry,Assignment 2,10,4.61,46.14,2025-10-30,Prof. Singh
147,Chemistry,Lab Internal,10,10.0,100.0,2025-11-20,Prof. Kumar
147,Computer Science,Unit Test 1,20,13.81,69.06,2025-09-15,Prof. Gupta
147,Computer Science,Unit Test 2,20,14.84,74.2,2025-10-20,Prof. Kumar
147,Computer Science,Mid Semester,30,16.92,56.4,2025-11-10,Prof. Singh
147,Computer Science,Assignment 1,10,6.23,62.28,2025-09-30,Prof. Gupta
147,Computer Science,Assignment 2,10,6.92,69.21,2025-10-30,Prof. Kumar
147,Computer Science,Lab Internal,10,9.18,91.78,2025-11-20,Prof. Gupta
147,Electronics,Unit Test 1,20,18.68,93.42,2025-09-15,Prof. Singh
147,Electronics,Unit Test 2,20,13.84,69.21,2025-10-20,Prof. Singh
147,Electronics,Mid Semester,30,18.88,62.92,2025-11-10,Prof. Singh
147,Electronics,Assignment 1,10,4.98,49.79,2025-09-30,Prof. Kumar
147,Electronics,Assignment 2,10,5.7,57.0,2025-10-30,Prof. Gupta
147,Electronics,Lab Internal,10,9.44,94.41,2025-11-20,Prof. Singh
147,Mechanical Engineering,Unit Test 1,20,12.14,60.69,2025-09-15,Prof. Singh
147,Mechanical Engineering,Unit Test 2,20,14.17,70.87,2025-10-20,Prof. Gupta
147,Mechanical Engineering,Mid Semester,30,20.78,69.25,2025-11-10,Prof. Gupta
147,Mechanical Engineering,Assignment 1,10,9.48,94.8,2025-09-30,Prof. Gupta
147,Mechanical Engineering,Assignment 2,10,9.28,92.76,2025-10-30,Prof. Kumar
147,Mechanical Engineering,Lab Internal,10,4.45,44.51,2025-11-20,Prof. Singh
148,Mathematics,Unit Test 1,20,10.99,54.93,2025-09-15,Prof. Gupta
148,Mathematics,Unit Test 2,20,11.71,58.55,2025-10-20,Prof. Kumar
148,Mathematics,Mid Semester,30,16.87,56.25,2025-11-10,Prof. Singh
148,Mathematics,Assignment 1,10,4.62,46.18,2025-09-30,Prof. Gupta
148,Mathematics,Assignment 2,10,3.95,39.54,2025-10-30,Prof. Kumar
148,Mathematics,Lab Internal,10,5.49,54.94,2025-11-20,Prof. Singh
148,Physics,Unit Test 1,20,11.53,57.64,2025-09-15,Prof. Gupta
148,Physics,Unit Test 2,20,8.73,43.65,2025-10-20,Prof. Gupta
148,Physics,Mid Semester,30,18.74,62.46,2025-11-10,Prof. Kumar
148,Physics,Assignment 1,10,2.57,25.69,2025-09-30,Prof. Singh
148,Physics,Assignment 2,10,7.51,75.1,2025-10-30,Prof. Kumar
148,Physics,Lab Internal,10,7.14,71.41,2025-11-20,Prof. Kumar
148,Chemistry,Unit Test 1,20,10.34,51.71,2025-09-15,Prof. Kumar
148,Chemistry,Unit Test 2,20,13.29,66.46,2025-10-20,Prof. Singh
148,Chemistry,Mid Semester,30,14.59,48.63,2025-11-10,Prof. Singh
148,Chemistry,Assignment 1,10,2.71,27.09,2025-09-30,Prof. Kumar
148,Chemistry,Assignment 2,10,4.49,44.91,2025-10-30,Prof. Singh
148,Chemistry,Lab Internal,10,2.89,28.87,2025-11-20,Prof. Singh
148,Computer Science,Unit Test 1,20,10.6,52.98,2025-09-15,Prof. Gupta
148,Computer Science,Unit Test 2,20,8.47,42.36,2025-10-20,Prof. Gupta
148,Computer Science,Mid Semester,30,16.33,54.45,2025-11-10,Prof. Singh
148,Computer Science,Assignment 1,10,8.01,80.15,2025-09-30,Prof. Kumar
148,Computer Science,Assignment 2,10,4.07,40.74,2025-10-30,Prof. Kumar
148,Computer Science,Lab Internal,10,6.23,62.25,2025-11-20,Prof. Kumar
148,Electronics,Unit Test 1,20,13.55,67.73,2025-09-15,Prof. Kumar
148,Electronics,Unit Test 2,20,12.15,60.73,2025-10-20,Prof. Kumar
148,Electronics,Mid Semester,30,10.75,35.85,2025-11-10,Prof. Singh
148,Electronics,Assignment 1,10,4.39,43.9,2025-09-30,Prof. Kumar
148,Electronics,Assignment 2,10,3.8,38.01,2025-10-30,Prof. Gupta
148,Electronics,Lab Internal,10,4.45,44.46,2025-11-20,Prof. Gupta
148,Mechanical Engineering,Unit Test 1,20,9.21,46.06,2025-09-15,Prof. Kumar
148,Mechanical Engineering,Unit Test 2,20,14.14,70.71,2025-10-20,Prof. Singh
148,Mechanical Engineering,Mid Semester,30,16.95,56.5,2025-11-10,Prof. Kumar
148,Mechanical Engineering,Assignment 1,10,8.11,81.1,2025-09-30,Prof. Gupta
148,Mechanical Engineering,Assignment 2,10,5.17,51.7,2025-10-30,Prof. Singh
148,Mechanical Engineering,Lab Internal,10,7.55,75.51,2025-11-20,Prof. Kumar
149,Mathematics,Unit Test 1,20,6.99,34.96,2025-09-15,Prof. Gupta
149,Mathematics,Unit Test 2,20,8.25,41.24,2025-10-20,Prof. Kumar
149,Mathematics,Mid Semester,30,17.4,57.99,2025-11-10,Prof. Singh
149,Mathematics,Assignment 1,10,7.86,78.56,2025-09-30,Prof. Singh
149,Mathematics,Assignment 2,10,3.16,31.61,2025-10-30,Prof. Kumar
149,Mathematics,Lab Internal,10,5.18,51.84,2025-11-20,Prof. Singh
149,Physics,Unit Test 1,20,12.37,61.86,2025-09-15,Prof. Gupta
149,Physics,Unit Test 2,20,9.85,49.24,2025-10-20,Prof. Gupta
149,Physics,Mid Semester,30,11.57,38.57,2025-11-10,Prof. Kumar
149,Physics,Assignment 1,10,3.67,36.67,2025-09-30,Prof. Gupta
149,Physics,Assignment 2,10,6.07,60.69,2025-10-30,Prof. Singh
149,Physics,Lab Internal,10,7.15,71.49,2025-11-20,Prof. Kumar
149,Chemistry,Unit Test 1,20,8.16,40.8,2025-09-15,Prof. Kumar
149,Chemistry,Unit Test 2,20,12.27,61.37,2025-10-20,Prof. Singh
149,Chemistry,Mid Semester,30,18.05,60.15,2025-11-10,Prof. Kumar
149,Chemistry,Assignment 1,10,4.74,47.44,2025-09-30,Prof. Singh
149,Chemistry,Assignment 2,10,3.37,33.71,2025-10-30,Prof. Singh
149,Chemistry,Lab Internal,10,3.46,34.57,2025-11-20,Prof. Kumar
149,Computer Science,Unit Test 1,20,11.01,55.06,2025-09-15,Prof. Singh
149,Computer Science,Unit Test 2,20,8.7,43.5,2025-10-20,Prof. Kumar
149,Computer Science,Mid Semester,30,13.59,45.3,2025-11-10,Prof. Gupta
149,Computer Science,Assignment 1,10,7.2,71.97,2025-09-30,Prof. Gupta
149,Computer Science,Assignment 2,10,5.82,58.18,2025-10-30,Prof. Singh
149,Computer Science,Lab Internal,10,6.54,65.42,2025-11-20,Prof. Singh
149,Electronics,Unit Test 1,20,9.97,49.85,2025-09-15,Prof. Singh
149,Electronics,Unit Test 2,20,8.1,40.48,2025-10-20,Prof. Kumar
149,Electronics,Mid Semester,30,13.83,46.1,2025-11-10,Prof. Kumar
149,Electronics,Assignment 1,10,2.58,25.8,2025-09-30,Prof. Kumar
149,Electronics,Assignment 2,10,3.73,37.35,2025-10-30,Prof. Singh
149,Electronics,Lab Internal,10,6.57,65.71,2025-11-20,Prof. Kumar
149,Mechanical Engineering,Unit Test 1,20,13.73,68.66,2025-09-15,Prof. Kumar
149,Mechanical Engineering,Unit Test 2,20,6.28,31.4,2025-10-20,Prof. Gupta
149,Mechanical Engineering,Mid Semester,30,11.3,37.67,2025-11-10,Prof. Singh
149,Mechanical Engineering,Assignment 1,10,5.23,52.31,2025-09-30,Prof. Gupta
149,Mechanical Engineering,Assignment 2,10,3.14,31.39,2025-10-30,Prof. Kumar
149,Mechanical Engineering,Lab Internal,10,2.58,25.78,2025-11-20,Prof. Singh
150,Mathematics,Unit Test 1,20,14.05,70.26,2025-09-15,Prof. Kumar
150,Mathematics,Unit Test 2,20,9.15,45.74,2025-10-20,Prof. Kumar
150,Mathematics,Mid Semester,30,19.16,63.86,2025-11-10,Prof. Gupta
150,Mathematics,Assignment 1,10,7.44,74.37,2025-09-30,Prof. Kumar
150,Mathematics,Assignment 2,10,6.89,68.86,2025-10-30,Prof. Kumar
150,Mathematics,Lab Internal,10,6.59,65.94,2025-11-20,Prof. Gupta
150,Physics,Unit Test 1,20,10.62,53.12,2025-09-15,Prof. Kumar
150,Physics,Unit Test 2,20,6.1,30.48,2025-10-20,Prof. Gupta
150,Physics,Mid Semester,30,19.76,65.87,2025-11-10,Prof. Gupta
150,Physics,Assignment 1,10,6.78,67.81,2025-09-30,Prof. Gupta
150,Physics,Assignment 2,10,6.41,64.12,2025-10-30,Prof. Gupta
150,Physics,Lab Internal,10,7.25,72.49,2025-11-20,Prof. Kumar
150,Chemistry,Unit Test 1,20,11.58,57.91,2025-09-15,Prof. Kumar
150,Chemistry,Unit Test 2,20,12.09,60.45,2025-10-20,Prof. Gupta
150,Chemistry,Mid Semester,30,19.14,63.79,2025-11-10,Prof. Gupta
150,Chemistry,Assignment 1,10,2.93,29.33,2025-09-30,Prof. Kumar
150,Chemistry,Assignment 2,10,3.94,39.41,2025-10-30,Prof. Kumar
150,Chemistry,Lab Internal,10,6.21,62.05,2025-11-20,Prof. Singh
150,Computer Science,Unit Test 1,20,9.14,45.72,2025-09-15,Prof. Kumar
150,Computer Science,Unit Test 2,20,13.48,67.4,2025-10-20,Prof. Singh
150,Computer Science,Mid Semester,30,16.21,54.04,2025-11-10,Prof. Singh
150,Computer Science,Assignment 1,10,5.47,54.73,2025-09-30,Prof. Kumar
150,Computer Science,Assignment 2,10,4.35,43.55,2025-10-30,Prof. Kumar
150,Computer Science,Lab Internal,10,3.24,32.43,2025-11-20,Prof. Gupta
150,Electronics,Unit Test 1,20,12.97,64.87,2025-09-15,Prof. Kumar
150,Electronics,Unit Test 2,20,11.82,59.11,2025-10-20,Prof. Kumar
150,Electronics,Mid Semester,30,17.86,59.54,2025-11-10,Prof. Kumar
150,Electronics,Assignment 1,10,2.82,28.23,2025-09-30,Prof. Kumar
150,Electronics,Assignment 2,10,5.16,51.56,2025-10-30,Prof. Singh
150,Electronics,Lab Internal,10,4.56,45.58,2025-11-20,Prof. Singh
150,Mechanical Engineering,Unit Test 1,20,11.27,56.33,2025-09-15,Prof. Kumar
150,Mechanical Engineering,Unit Test 2,20,8.18,40.88,2025-10-20,Prof. Gupta
150,Mechanical Engineering,Mid Semester,30,17.62,58.72,2025-11-10,Prof. Gupta
150,Mechanical Engineering,Assignment 1,10,3.23,32.33,2025-09-30,Prof. Singh
150,Mechanical Engineering,Assignment 2,10,2.19,21.94,2025-10-30,Prof. Gupta
150,Mechanical Engineering,Lab Internal,10,3.99,39.94,2025-11-20,Prof. Kumar
151,Mathematics,Unit Test 1,20,5.56,27.81,2025-09-15,Prof. Singh
151,Mathematics,Unit Test 2,20,10.38,51.9,2025-10-20,Prof. Singh
151,Mathematics,Mid Semester,30,15.47,51.57,2025-11-10,Prof. Gupta
151,Mathematics,Assignment 1,10,4.26,42.64,2025-09-30,Prof. Kumar
151,Mathematics,Assignment 2,10,4.29,42.94,2025-10-30,Prof. Kumar
151,Mathematics,Lab Internal,10,4.69,46.87,2025-11-20,Prof. Kumar
151,Physics,Unit Test 1,20,13.88,69.42,2025-09-15,Prof. Gupta
151,Physics,Unit Test 2,20,11.74,58.68,2025-10-20,Prof. Gupta
151,Physics,Mid Semester,30,9.19,30.65,2025-11-10,Prof. Kumar
151,Physics,Assignment 1,10,6.85,68.53,2025-09-30,Prof. Gupta
151,Physics,Assignment 2,10,4.82,48.17,2025-10-30,Prof. Kumar
151,Physics,Lab Internal,10,6.7,67.0,2025-11-20,Prof. Gupta
151,Chemistry,Unit Test 1,20,12.32,61.6,2025-09-15,Prof. Singh
151,Chemistry,Unit Test 2,20,10.59,52.94,2025-10-20,Prof. Gupta
151,Chemistry,Mid Semester,30,13.06,43.53,2025-11-10,Prof. Gupta
151,Chemistry,Assignment 1,10,5.03,50.29,2025-09-30,Prof. Kumar
151,Chemistry,Assignment 2,10,1.39,13.87,2025-10-30,Prof. Kumar
151,Chemistry,Lab Internal,10,2.23,22.29,2025-11-20,Prof. Gupta
151,Computer Science,Unit Test 1,20,12.26,61.31,2025-09-15,Prof. Gupta
151,Computer Science,Unit Test 2,20,7.86,39.29,2025-10-20,Prof. Singh
151,Computer Science,Mid Semester,30,13.14,43.81,2025-11-10,Prof. Gupta
151,Computer Science,Assignment 1,10,3.11,31.11,2025-09-30,Prof. Kumar
151,Computer Science,Assignment 2,10,6.17,61.69,2025-10-30,Prof. Gupta
151,Computer Science,Lab Internal,10,2.78,27.78,2025-11-20,Prof. Singh
151,Electronics,Unit Test 1,20,11.2,55.99,2025-09-15,Prof. Kumar
151,Electronics,Unit Test 2,20,10.65,53.27,2025-10-20,Prof. Singh
151,Electronics,Mid Semester,30,18.65,62.16,2025-11-10,Prof. Kumar
151,Electronics,Assignment 1,10,4.2,41.96,2025-09-30,Prof. Kumar
151,Electronics,Assignment 2,10,5.56,55.61,2025-10-30,Prof. Singh
151,Electronics,Lab Internal,10,4.97,49.71,2025-11-20,Prof. Kumar
151,Mechanical Engineering,Unit Test 1,20,9.22,46.08,2025-09-15,Prof. Gupta
151,Mechanical Engineering,Unit Test 2,20,8.87,44.33,2025-10-20,Prof. Singh
151,Mechanical Engineering,Mid Semester,30,21.89,72.97,2025-11-10,Prof. Kumar
151,Mechanical Engineering,Assignment 1,10,4.78,47.84,2025-09-30,Prof. Gupta
151,Mechanical Engineering,Assignment 2,10,2.44,24.4,2025-10-30,Prof. Singh
151,Mechanical Engineering,Lab Internal,10,7.47,74.66,2025-11-20,Prof. Kumar
152,Mathematics,Unit Test 1,20,17.57,87.84,2025-09-15,Prof. Gupta
152,Mathematics,Unit Test 2,20,17.47,87.35,2025-10-20,Prof. Singh
152,Mathematics,Mid Semester,30,23.93,79.76,2025-11-10,Prof. Gupta
152,Mathematics,Assignment 1,10,7.34,73.4,2025-09-30,Prof. Singh
152,Mathematics,Assignment 2,10,6.07,60.73,2025-10-30,Prof. Gupta
152,Mathematics,Lab Internal,10,5.49,54.92,2025-11-20,Prof. Gupta
152,Physics,Unit Test 1,20,17.62,88.12,2025-09-15,Prof. Kumar
152,Physics,Unit Test 2,20,18.04,90.21,2025-10-20,Prof. Gupta
152,Physics,Mid Semester,30,18.56,61.86,2025-11-10,Prof. Kumar
152,Physics,Assignment 1,10,10.0,100.0,2025-09-30,Prof. Kumar
152,Physics,Assignment 2,10,9.72,97.17,2025-10-30,Prof. Gupta
152,Physics,Lab Internal,10,8.5,85.03,2025-11-20,Prof. Kumar
152,Chemistry,Unit Test 1,20,20.0,100.0,2025-09-15,Prof. Gupta
152,Chemistry,Unit Test 2,20,16.89,84.43,2025-10-20,Prof. Gupta
152,Chemistry,Mid Semester,30,29.01,96.71,2025-11-10,Prof. Gupta
152,Chemistry,Assignment 1,10,10.0,100.0,2025-09-30,Prof. Singh
152,Chemistry,Assignment 2,10,7.46,74.58,2025-10-30,Prof. Singh
152,Chemistry,Lab Internal,10,10.0,100.0,2025-11-20,Prof. Gupta
152,Computer Science,Unit Test 1,20,18.77,93.86,2025-09-15,Prof. Gupta
152,Computer Science,Unit Test 2,20,20.0,100.0,2025-10-20,Prof. Kumar
152,Computer Science,Mid Semester,30,21.16,70.53,2025-11-10,Prof. Singh
152,Computer Science,Assignment 1,10,6.95,69.52,2025-09-30,Prof. Kumar
152,Computer Science,Assignment 2,10,8.4,84.03,2025-10-30,Prof. Singh
152,Computer Science,Lab Internal,10,6.25,62.45,2025-11-20,Prof. Gupta
152,Electronics,Unit Test 1,20,17.36,86.82,2025-09-15,Prof. Kumar
152,Electronics,Unit Test 2,20,18.98,94.89,2025-10-20,Prof. Kumar
152,Electronics,Mid Semester,30,22.39,74.63,2025-11-10,Prof. Gupta
152,Electronics,Assignment 1,10,10.0,100.0,2025-09-30,Prof. Gupta
152,Electronics,Assignment 2,10,5.13,51.32,2025-10-30,Prof. Kumar
152,Electronics,Lab Internal,10,10.0,100.0,2025-11-20,Prof. Singh
152,Mechanical Engineering,Unit Test 1,20,18.22,91.1,2025-09-15,Prof. Kumar
152,Mechanical Engineering,Unit Test 2,20,12.82,64.12,2025-10-20,Prof. Gupta
152,Mechanical Engineering,Mid Semester,30,24.38,81.27,2025-11-10,Prof. Gupta
152,Mechanical Engineering,Assignment 1,10,7.26,72.61,2025-09-30,Prof. Singh
152,Mechanical Engineering,Assignment 2,10,7.18,71.78,2025-10-30,Prof. Gupta
152,Mechanical Engineering,Lab Internal,10,6.01,60.09,2025-11-20,Prof. Singh
153,Mathematics,Unit Test 1,20,14.38,71.92,2025-09-15,Prof. Kumar
153,Mathematics,Unit Test 2,20,17.45,87.27,2025-10-20,Prof. Singh
153,Mathematics,Mid Semester,30,20.68,68.95,2025-11-10,Prof. Kumar
153,Mathematics,Assignment 1,10,6.43,64.34,2025-09-30,Prof. Kumar
153,Mathematics,Assignment 2,10,9.59,95.85,2025-10-30,Prof. Gupta
153,Mathematics,Lab Internal,10,7.67,76.68,2025-11-20,Prof. Gupta
153,Physics,Unit Test 1,20,13.47,67.35,2025-09-15,Prof. Kumar
153,Physics,Unit Test 2,20,14.54,72.7,2025-10-20,Prof. Singh
153,Physics,Mid Semester,30,16.45,54.83,2025-11-10,Prof. Singh
153,Physics,Assignment 1,10,4.4,43.98,2025-09-30,Prof. Gupta
153,Physics,Assignment 2,10,4.06,40.61,2025-10-30,Prof. Gupta
153,Physics,Lab Internal,10,10.0,100.0,2025-11-20,Prof. Singh
153,Chemistry,Unit Test 1,20,8.64,43.18,2025-09-15,Prof. Gupta
153,Chemistry,Unit Test 2,20,18.19,90.93,2025-10-20,Prof. Kumar
153,Chemistry,Mid Semester,30,18.3,61.0,2025-11-10,Prof. Gupta
153,Chemistry,Assignment 1,10,4.88,48.77,2025-09-30,Prof. Gupta
153,Chemistry,Assignment 2,10,6.33,63.34,2025-10-30,Prof. Singh
153,Chemistry,Lab Internal,10,4.61,46.06,2025-11-20,Prof. Gupta
153,Computer Science,Unit Test 1,20,15.21,76.04,2025-09-15,Prof. Singh
153,Computer Science,Unit Test 2,20,9.92,49.6,2025-10-20,Prof. Singh
153,Computer Science,Mid Semester,30,23.94,79.81,2025-11-10,Prof. Singh
153,Computer Science,Assignment 1,10,6.47,64.69,2025-09-30,Prof. Kumar
153,Computer Science,Assignment 2,10,9.92,99.24,2025-10-30,Prof. Kumar
153,Computer Science,Lab Internal,10,6.67,66.75,2025-11-20,Prof. Kumar
153,Electronics,Unit Test 1,20,17.02,85.1,2025-09-15,Prof. Kumar
153,Electronics,Unit Test 2,20,10.15,50.77,2025-10-20,Prof. Gupta
153,Electronics,Mid Semester,30,26.54,88.48,2025-11-10,Prof. Singh
153,Electronics,Assignment 1,10,8.23,82.26,2025-09-30,Prof. Singh
153,Electronics,Assignment 2,10,10.0,100.0,2025-10-30,Prof. Kumar
153,Electronics,Lab Internal,10,4.98,49.84,2025-11-20,Prof. Kumar
153,Mechanical Engineering,Unit Test 1,20,14.93,74.63,2025-09-15,Prof. Singh
153,Mechanical Engineering,Unit Test 2,20,13.81,69.05,2025-10-20,Prof. Gupta
153,Mechanical Engineering,Mid Semester,30,19.0,63.34,2025-11-10,Prof. Singh
153,Mechanical Engineering,Assignment 1,10,5.92,59.21,2025-09-30,Prof. Gupta
153,Mechanical Engineering,Assignment 2,10,8.3,82.96,2025-10-30,Prof. Singh
153,Mechanical Engineering,Lab Internal,10,5.84,58.44,2025-11-20,Prof. Gupta
154,Mathematics,Unit Test 1,20,7.81,39.04,2025-09-15,Prof. Singh
154,Mathematics,Unit Test 2,20,12.56,62.81,2025-10-20,Prof. Singh
154,Mathematics,Mid Semester,30,12.63,42.08,2025-11-10,Prof. Gupta
154,Mathematics,Assignment 1,10,6.33,63.33,2025-09-30,Prof. Gupta
154,Mathematics,Assignment 2,10,6.84,68.4,2025-10-30,Prof. Gupta
154,Mathematics,Lab Internal,10,4.28,42.79,2025-11-20,Prof. Kumar
154,Physics,Unit Test 1,20,12.3,61.49,2025-09-15,Prof. Kumar
154,Physics,Unit Test 2,20,15.31,76.55,2025-10-20,Prof. Kumar
154,Physics,Mid Semester,30,18.71,62.37,2025-11-10,Prof. Kumar
154,Physics,Assignment 1,10,3.52,35.23,2025-09-30,Prof. Singh
154,Physics,Assignment 2,10,6.63,66.3,2025-10-30,Prof. Singh
154,Physics,Lab Internal,10,4.46,44.63,2025-11-20,Prof. Singh
154,Chemistry,Unit Test 1,20,12.57,62.84,2025-09-15,Prof. Singh
154,Chemistry,Unit Test 2,20,12.14,60.71,2025-10-20,Prof. Singh
154,Chemistry,Mid Semester,30,17.35,57.84,2025-11-10,Prof. Singh
154,Chemistry,Assignment 1,10,4.03,40.29,2025-09-30,Prof. Kumar
154,Chemistry,Assignment 2,10,8.82,88.16,2025-10-30,Prof. Gupta
154,Chemistry,Lab Internal,10,5.55,55.49,2025-11-20,Prof. Gupta
154,Computer Science,Unit Test 1,20,9.67,48.35,2025-09-15,Prof. Kumar
154,Computer Science,Unit Test 2,20,12.92,64.62,2025-10-20,Prof. Singh
154,Computer Science,Mid Semester,30,22.13,73.77,2025-11-10,Prof. Kumar
154,Computer Science,Assignment 1,10,9.54,95.42,2025-09-30,Prof. Gupta
154,Computer Science,Assignment 2,10,5.32,53.2,2025-10-30,Prof. Singh
154,Computer Science,Lab Internal,10,7.47,74.67,2025-11-20,Prof. Gupta
154,Electronics,Unit Test 1,20,13.6,68.01,2025-09-15,Prof. Singh
154,Electronics,Unit Test 2,20,9.13,45.67,2025-10-20,Prof. Singh
154,Electronics,Mid Semester,30,16.62,55.41,2025-11-10,Prof. Gupta
154,Electronics,Assignment 1,10,4.8,48.03,2025-09-30,Prof. Singh
154,Electronics,Assignment 2,10,3.84,38.44,2025-10-30,Prof. Kumar
154,Electronics,Lab Internal,10,4.67,46.73,2025-11-20,Prof. Singh
154,Mechanical Engineering,Unit Test 1,20,11.76,58.81,2025-09-15,Prof. Singh
154,Mechanical Engineering,Unit Test 2,20,8.87,44.36,2025-10-20,Prof. Kumar
154,Mechanical Engineering,Mid Semester,30,10.37,34.55,2025-11-10,Prof. Gupta
154,Mechanical Engineering,Assignment 1,10,8.29,82.86,2025-09-30,Prof. Kumar
154,Mechanical Engineering,Assignment 2,10,2.84,28.35,2025-10-30,Prof. Gupta
154,Mechanical Engineering,Lab Internal,10,3.91,39.06,2025-11-20,Prof. Singh
155,Mathematics,Unit Test 1,20,14.18,70.9,2025-09-15,Prof. Kumar
155,Mathematics,Unit Test 2,20,15.07,75.36,2025-10-20,Prof. Gupta
155,Mathematics,Mid Semester,30,23.75,79.17,2025-11-10,Prof. Kumar
155,Mathematics,Assignment 1,10,5.35,53.52,2025-09-30,Prof. Singh
155,Mathematics,Assignment 2,10,8.81,88.14,2025-10-30,Prof. Singh
155,Mathematics,Lab Internal,10,9.82,98.24,2025-11-20,Prof. Gupta
155,Physics,Unit Test 1,20,10.49,52.45,2025-09-15,Prof. Gupta
155,Physics,Unit Test 2,20,13.93,69.64,2025-10-20,Prof. Singh
155,Physics,Mid Semester,30,23.67,78.91,2025-11-10,Prof. Singh
155,Physics,Assignment 1,10,4.74,47.37,2025-09-30,Prof. Gupta
155,Physics,Assignment 2,10,5.83,58.28,2025-10-30,Prof. Gupta
155,Physics,Lab Internal,10,8.39,83.93,2025-11-20,Prof. Kumar
155,Chemistry,Unit Test 1,20,14.88,74.39,2025-09-15,Prof. Singh
155,Chemistry,Unit Test 2,20,10.13,50.65,2025-10-20,Prof. Gupta
155,Chemistry,Mid Semester,30,25.89,86.3,2025-11-10,Prof. Singh
155,Chemistry,Assignment 1,10,6.4,64.01,2025-09-30,Prof. Kumar
155,Chemistry,Assignment 2,10,8.74,87.42,2025-10-30,Prof. Kumar
155,Chemistry,Lab Internal,10,8.19,81.88,2025-11-20,Prof. Kumar
155,Computer Science,Unit Test 1,20,12.86,64.3,2025-09-15,Prof. Kumar
155,Computer Science,Unit Test 2,20,9.67,48.34,2025-10-20,Prof. Kumar
155,Computer Science,Mid Semester,30,20.19,67.31,2025-11-10,Prof. Kumar
155,Computer Science,Assignment 1,10,4.38,43.84,2025-09-30,Prof. Kumar
155,Computer Science,Assignment 2,10,5.0,49.95,2025-10-30,Prof. Kumar
155,Computer Science,Lab Internal,10,5.69,56.93,2025-11-20,Prof. Kumar
155,Electronics,Unit Test 1,20,11.5,57.49,2025-09-15,Prof. Singh
155,Electronics,Unit Test 2,20,11.91,59.53,2025-10-20,Prof. Kumar
155,Electronics,Mid Semester,30,19.2,63.99,2025-11-10,Prof. Gupta
155,Electronics,Assignment 1,10,10.0,100.0,2025-09-30,Prof. Gupta
155,Electronics,Assignment 2,10,6.98,69.81,2025-10-30,Prof. Gupta
155,Electronics,Lab Internal,10,8.84,88.43,2025-11-20,Prof. Gupta
155,Mechanical Engineering,Unit Test 1,20,15.64,78.2,2025-09-15,Prof. Singh
155,Mechanical Engineering,Unit Test 2,20,15.27,76.35,2025-10-20,Prof. Kumar
155,Mechanical Engineering,Mid Semester,30,20.58,68.6,2025-11-10,Prof. Kumar
155,Mechanical Engineering,Assignment 1,10,9.78,97.82,2025-09-30,Prof. Gupta
155,Mechanical Engineering,Assignment 2,10,10.0,100.0,2025-10-30,Prof. Kumar
155,Mechanical Engineering,Lab Internal,10,7.69,76.95,2025-11-20,Prof. Singh
156,Mathematics,Unit Test 1,20,10.4,52.02,2025-09-15,Prof. Kumar
156,Mathematics,Unit Test 2,20,10.81,54.07,2025-10-20,Prof. Singh
156,Mathematics,Mid Semester,30,9.16,30.53,2025-11-10,Prof. Kumar
156,Mathematics,Assignment 1,10,3.8,37.98,2025-09-30,Prof. Gupta
156,Mathematics,Assignment 2,10,8.49,84.85,2025-10-30,Prof. Singh
156,Mathematics,Lab Internal,10,9.0,90.03,2025-11-20,Prof. Singh
156,Physics,Unit Test 1,20,10.6,52.98,2025-09-15,Prof. Singh
156,Physics,Unit Test 2,20,7.6,38.02,2025-10-20,Prof. Kumar
156,Physics,Mid Semester,30,12.52,41.74,2025-11-10,Prof. Gupta
156,Physics,Assignment 1,10,4.57,45.7,2025-09-30,Prof. Singh
156,Physics,Assignment 2,10,7.2,71.98,2025-10-30,Prof. Singh
156,Physics,Lab Internal,10,7.46,74.56,2025-11-20,Prof. Singh
156,Chemistry,Unit Test 1,20,10.39,51.94,2025-09-15,Prof. Kumar
156,Chemistry,Unit Test 2,20,9.6,47.99,2025-10-20,Prof. Kumar
156,Chemistry,Mid Semester,30,15.3,51.0,2025-11-10,Prof. Kumar
156,Chemistry,Assignment 1,10,7.67,76.72,2025-09-30,Prof. Singh
