student_id,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status
187,8.12,,8.12,Stable,20,19,20,19,95.0,8.12,19,73.15,Low,2025-07-30,3,Late,0,0,0,1,1,1,Good,No
188,6.0,6.55,6.33,Declining,20,17,40,34,85.0,6.0,17,79.54,Medium,2025-07-30,3,Late,0,0,0,2,1,0,Average,No
189,7.11,7.05,7.07,Stable,24,21,96,85,88.54,7.52,44,88.52,Low,2025-07-27,0,On Time,0,0,0,4,1,1,Good,No
190,4.18,4.74,4.52,Declining,18,11,90,57,63.33,4.84,42,67.83,Low,2025-07-27,0,On Time,0,0,0,5,3,2,Below Average,Yes
191,6.32,6.22,6.26,Stable,18,14,54,44,81.48,6.53,44,87.76,Low,2025-07-27,0,On Time,0,0,0,3,2,2,Average,No
192,7.46,6.39,6.82,Improving,20,18,40,37,92.5,7.46,18,78.58,Low,2025-07-27,0,On Time,1,0,1,2,2,1,Average,No
193,6.8,7.9,7.46,Declining,24,19,168,139,82.74,7.85,42,76.93,Low,2025-07-28,1,On Time,1,0,1,7,0,0,Good,No
194,6.19,5.99,6.07,Stable,20,18,140,131,93.57,5.32,44,88.3,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
195,4.69,6.18,5.58,Declining,18,13,108,82,75.93,5.78,42,79.04,Low,2025-07-27,0,On Time,1,0,1,6,0,0,Average,No
196,4.18,5.32,4.86,Declining,18,14,108,89,82.41,4.93,40,87.81,Low,2025-07-30,3,Late,0,0,0,6,2,1,Below Average,Yes
197,4.91,,4.91,Stable,20,13,20,13,65.0,4.91,13,85.21,High,2025-07-30,3,Late,0,0,0,1,3,0,Below Average,Yes
198,6.01,5.44,5.67,Improving,20,16,100,81,81.0,5.06,36,81.08,Low,2025-07-28,1,On Time,0,0,0,5,0,0,Average,No
199,7.79,,7.79,Stable,18,15,18,15,83.33,7.79,15,88.71,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No
200,4.24,4.95,4.67,Declining,20,15,140,108,77.14,4.83,38,93.74,Low,2025-07-27,0,On Time,0,0,0,7,1,0,Below Average,Yes
201,8.23,6.86,7.41,Improving,18,16,36,33,91.67,8.23,16,88.61,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
202,7.57,6.43,6.89,Improving,22,20,132,120,90.91,6.95,36,66.21,Low,2025-07-30,3,Late,0,0,0,6,0,0,Average,No
203,6.85,5.78,6.21,Improving,24,21,144,126,87.5,6.43,42,85.4,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Average,No
204,7.35,7.3,7.32,Stable,24,19,96,77,80.21,7.34,36,93.45,Low,2025-07-27,0,On Time,1,0,1,4,0,0,Good,No
205,7.36,7.52,7.46,Stable,18,16,36,32,88.89,7.36,16,75.25,Low,2025-07-29,2,On Time,0,0,0,2,1,1,Good,No
206,7.42,7.28,7.34,Stable,24,21,72,64,88.89,7.7,44,84.26,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Good,No
207,7.56,6.68,7.03,Improving,20,16,140,115,82.14,6.47,44,77.97,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
208,6.18,6.91,6.62,Declining,18,16,108,96,88.89,5.74,40,85.32,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Average,No
209,7.22,5.88,6.42,Improving,22,20,154,142,92.21,6.19,38,68.81,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
210,8.91,,8.91,Stable,22,21,22,21,95.45,8.91,21,87.26,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Excellent,No
211,5.49,6.81,6.28,Declining,20,16,140,118,84.29,5.82,40,88.58,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No
212,7.0,6.02,6.41,Improving,20,16,140,113,80.71,5.67,38,69.2,Low,2025-07-28,1,On Time,1,0,1,7,0,0,Average,No
213,8.95,7.5,8.08,Improving,18,17,126,120,95.24,8.03,42,94.57,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
214,4.92,,4.92,Improving,24,15,24,15,62.5,4.92,15,67.26,High,2025-07-27,0,On Time,0,0,0,1,1,0,Below Average,Yes
215,5.65,5.66,5.66,Stable,24,14,120,73,60.83,5.63,38,74.87,Low,2025-07-27,0,On Time,2,0,2,5,0,0,Average,No
216,7.14,6.07,6.5,Improving,20,16,40,32,80.0,7.14,16,87.45,Low,2025-07-29,2,On Time,0,0,0,2,2,2,Average,No
217,7.94,7.27,7.54,Improving,22,17,154,124,80.52,7.0,42,85.73,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
218,6.63,5.68,6.06,Improving,18,16,126,116,92.06,6.33,36,67.74,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Average,No
219,6.42,,6.42,Declining,18,15,18,15,83.33,6.42,15,63.52,Medium,2025-07-27,0,On Time,0,0,0,1,1,1,Average,No
220,5.68,6.31,6.06,Declining,22,19,66,59,89.39,5.35,40,89.69,Low,2025-07-28,1,On Time,0,0,0,3,1,1,Average,No
221,6.98,6.12,6.46,Improving,18,14,108,88,81.48,6.34,42,86.31,Low,2025-07-27,0,On Time,0,0,0,6,1,1,Average,No
222,10.55,,10.55,Declining,24,23,24,23,95.83,10.55,23,67.87,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Excellent,No
223,7.91,7.73,7.8,Stable,18,16,108,96,88.89,7.01,38,66.49,Low,2025-07-27,0,On Time,0,0,0,6,1,0,Good,No
224,8.26,8.34,8.31,Stable,20,19,80,79,98.75,7.49,42,66.47,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
225,7.02,7.31,7.19,Stable,20,18,80,72,90.0,7.64,38,89.36,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Good,No
226,6.36,5.35,5.75,Improving,18,11,54,35,64.81,5.26,36,73.51,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Average,No
227,3.86,,3.86,Improving,24,14,24,14,58.33,3.86,14,60.07,High,2025-07-27,0,On Time,0,0,0,1,3,0,Poor,Yes
228,6.45,6.42,6.43,Stable,18,16,72,66,91.67,6.54,38,94.2,Low,2025-07-30,3,Late,0,0,0,4,0,0,Average,No
229,6.06,5.02,5.44,Improving,24,19,96,78,81.25,5.68,38,74.39,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Below Average,No
230,8.76,7.96,8.28,Improving,18,17,36,35,97.22,8.76,17,64.99,Low,2025-07-27,0,On Time,0,0,0,2,1,1,Good,No
231,10.14,,10.14,Improving,20,19,20,19,95.0,10.14,19,64.66,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Excellent,No
232,5.47,5.33,5.39,Stable,20,14,80,56,70.0,4.81,40,70.28,Low,2025-07-27,0,On Time,0,0,0,4,1,0,Below Average,No
233,5.52,5.47,5.49,Stable,22,14,88,59,67.05,5.04,40,65.96,Low,2025-07-29,2,On Time,1,0,1,4,0,0,Below Average,No
234,7.51,6.52,6.92,Improving,24,20,168,144,85.71,6.22,44,68.27,Low,2025-08-06,10,Very Late,1,0,1,7,2,0,Average,No
235,5.52,6.29,5.98,Declining,24,17,168,122,72.62,5.89,42,85.34,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Average,No
236,4.12,,4.12,Stable,18,12,18,12,66.67,4.12,12,81.3,High,2025-07-28,1,On Time,0,0,0,1,2,0,Below Average,Yes
237,6.71,5.73,6.12,Improving,22,18,66,54,81.82,6.47,40,66.67,Low,2025-07-27,0,On Time,0,0,0,3,1,0,Average,No
238,7.68,7.51,7.58,Stable,18,16,72,66,91.67,7.43,44,77.54,Low,2025-08-01,5,Late,0,0,0,4,0,0,Good,No
239,7.76,7.74,7.75,Stable,22,20,44,41,93.18,7.76,20,76.03,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
240,7.26,7.04,7.13,Stable,20,18,100,92,92.0,7.59,40,87.23,Low,2025-07-27,0,On Time,1,0,1,5,0,0,Good,No
241,7.59,6.4,6.88,Improving,24,20,120,104,86.67,6.73,40,93.76,Low,2025-07-27,0,On Time,2,0,2,5,0,0,Average,No
242,6.67,7.5,7.17,Declining,20,17,140,124,88.57,6.87,36,65.54,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No
243,5.5,6.26,5.96,Declining,18,11,36,22,61.11,5.5,11,77.08,Medium,2025-07-27,0,On Time,0,0,0,2,0,0,Average,No
244,6.13,7.19,6.77,Declining,20,17,120,106,88.33,6.83,44,92.87,Low,2025-07-30,3,Late,0,0,0,6,1,1,Average,No
245,5.11,5.06,5.08,Stable,24,19,72,57,79.17,5.51,38,76.29,Low,2025-07-27,0,On Time,2,0,2,3,1,1,Below Average,No
246,6.39,6.23,6.29,Stable,24,22,72,67,93.06,6.61,38,72.51,Low,2025-07-27,0,On Time,0,0,0,3,1,0,Average,No
247,6.04,5.51,5.72,Improving,18,13,126,95,75.4,6.12,36,80.86,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No
248,6.41,7.52,7.08,Declining,20,17,60,51,85.0,7.42,38,94.41,Low,2025-07-30,3,Late,0,0,0,3,0,0,Good,No
249,5.51,5.47,5.49,Stable,20,13,140,92,65.71,4.51,44,78.19,Low,2025-07-28,1,On Time,0,0,0,7,1,1,Below Average,No
250,5.24,,5.24,Stable,18,13,18,13,72.22,5.24,13,83.42,Medium,2025-07-27,0,On Time,0,0,0,1,0,0,Below Average,No
251,5.64,5.89,5.79,Stable,22,14,44,29,65.91,5.64,14,86.87,Medium,2025-07-30,3,Late,2,0,2,2,0,0,Average,No
252,8.68,8.02,8.28,Improving,18,17,72,69,95.83,8.76,42,77.24,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
253,6.26,7.56,7.04,Declining,18,14,72,58,80.56,7.42,38,84.17,Low,2025-07-30,3,Late,0,0,0,4,0,0,Good,No
254,6.63,6.06,6.29,Improving,20,16,40,32,80.0,6.63,16,66.58,Medium,2025-07-27,0,On Time,1,0,1,2,1,0,Average,No
255,6.13,6.05,6.08,Stable,20,17,80,68,85.0,5.9,40,89.09,Low,2025-07-27,0,On Time,1,0,1,4,2,2,Average,No
256,4.18,5.29,4.85,Declining,20,12,60,38,63.33,5.16,40,71.56,Low,2025-08-01,5,Late,2,0,2,3,3,0,Below Average,Yes
257,5.98,7.48,6.88,Declining,18,14,90,72,80.0,7.06,40,85.54,Low,2025-07-27,0,On Time,2,0,2,5,0,0,Average,No
258,6.38,6.25,6.3,Stable,22,19,110,95,86.36,5.53,38,79.94,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Average,No
259,8.43,8.68,8.58,Stable,18,17,126,124,98.41,8.61,40,71.53,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Excellent,No
260,6.59,6.53,6.55,Stable,24,19,72,59,81.94,6.27,38,83.21,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Average,No
261,8.04,7.83,7.91,Stable,24,20,168,141,83.93,8.12,38,75.85,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
262,6.67,5.57,6.01,Improving,22,17,154,123,79.87,5.39,42,86.61,Low,2025-07-28,1,On Time,1,1,2,7,0,0,Average,No
263,5.17,6.66,6.06,Declining,18,16,108,97,89.81,6.32,36,76.65,Low,2025-07-29,2,On Time,1,0,1,6,0,0,Average,No
264,8.66,7.71,8.09,Improving,18,17,126,123,97.62,7.77,36,75.46,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
265,7.15,7.28,7.23,Stable,20,17,140,121,86.43,7.37,44,68.07,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
266,7.54,7.83,7.71,Stable,24,21,96,86,89.58,7.14,40,73.75,Low,2025-08-06,10,Very Late,0,0,0,4,0,0,Good,No
267,4.85,,4.85,Stable,20,13,20,13,65.0,4.85,13,79.96,High,2025-07-27,0,On Time,0,0,0,1,3,2,Below Average,Yes
268,6.66,6.45,6.53,Stable,18,14,36,29,80.56,6.66,14,91.04,Medium,2025-07-27,0,On Time,0,0,0,2,1,1,Average,No
269,6.67,7.65,7.26,Declining,22,20,154,146,94.81,7.31,44,65.55,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
270,7.38,7.12,7.22,Stable,18,14,36,29,80.56,7.38,14,72.62,Low,2025-07-29,2,On Time,0,0,0,2,1,1,Good,No
271,5.2,5.24,5.22,Stable,20,13,40,27,67.5,5.2,13,73.61,Medium,2025-07-27,0,On Time,2,0,2,2,0,0,Below Average,No
272,5.43,5.37,5.39,Stable,20,16,40,32,80.0,5.43,16,71.37,Medium,2025-08-01,5,Late,0,0,0,2,0,0,Below Average,No
273,5.04,,5.04,Stable,20,15,20,15,75.0,5.04,15,77.59,Medium,2025-08-01,5,Late,0,0,0,1,0,0,Below Average,No
274,8.13,6.98,7.44,Improving,20,18,80,74,92.5,7.01,38,68.42,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
275,8.79,7.84,8.22,Improving,22,21,132,126,95.45,7.54,38,89.01,Low,2025-07-27,0,On Time,1,0,1,6,0,0,Good,No
276,7.99,7.78,7.86,Stable,20,18,80,75,93.75,8.3,42,74.32,Low,2025-07-30,3,Late,0,0,0,4,0,0,Good,No
277,6.02,5.78,5.88,Stable,24,20,96,80,83.33,5.58,40,91.81,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Average,No
278,8.26,7.32,7.7,Improving,22,20,132,121,91.67,7.15,42,82.08,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Good,No
279,8.2,6.9,7.42,Improving,24,21,144,127,88.19,7.34,38,75.45,Low,2025-08-01,5,Late,0,0,0,6,0,0,Good,No
280,7.95,7.66,7.78,Stable,24,20,120,104,86.67,6.97,42,67.15,Low,2025-07-29,2,On Time,0,0,0,5,0,0,Good,No
281,8.61,7.39,7.88,Improving,18,14,36,29,80.56,8.61,14,78.75,Low,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
282,7.01,,7.01,Improving,20,17,20,17,85.0,7.01,17,78.49,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No
283,6.85,7.64,7.32,Declining,20,16,140,112,80.0,7.41,44,93.58,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
284,5.67,,5.67,Improving,22,14,22,14,63.64,5.67,14,77.34,Medium,2025-07-27,0,On Time,0,0,0,1,0,0,Average,No
285,5.7,5.81,5.77,Stable,22,18,132,111,84.09,4.88,36,85.94,Low,2025-08-03,7,Late,0,0,0,6,0,0,Average,No
286,6.33,7.06,6.77,Declining,20,18,80,74,92.5,5.83,36,83.88,Low,2025-08-01,5,Late,1,0,1,4,0,0,Average,No
287,5.27,6.37,5.93,Declining,18,14,72,56,77.78,5.74,42,87.04,Low,2025-07-27,0,On Time,2,0,2,4,1,0,Average,No
288,6.86,6.75,6.79,Stable,18,16,72,65,90.28,6.84,44,85.46,Low,2025-07-30,3,Late,0,0,0,4,0,0,Average,No
289,7.27,6.68,6.92,Improving,18,14,126,103,81.75,7.08,36,92.0,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Average,No
290,8.12,8.31,8.23,Stable,24,23,168,164,97.62,7.42,40,73.61,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Good,No
291,8.36,7.3,7.72,Improving,24,19,72,59,81.94,7.86,40,89.79,Low,2025-08-06,10,Very Late,1,0,1,3,0,0,Good,No
292,5.03,5.09,5.07,Stable,20,12,120,76,63.33,5.34,44,79.98,Low,2025-07-27,0,On Time,0,0,0,6,2,1,Below Average,No
293,8.64,7.53,7.97,Improving,18,15,108,95,87.96,7.16,44,88.34,Low,2025-07-29,2,On Time,0,0,0,6,1,1,Good,No
294,6.84,,6.84,Improving,18,15,18,15,83.33,6.84,15,64.41,Medium,2025-07-27,0,On Time,0,0,0,1,2,0,Average,No
295,8.78,7.64,8.1,Improving,20,19,40,38,95.0,8.78,19,90.06,Low,2025-07-30,3,Late,0,0,0,2,0,0,Good,No
296,4.28,5.0,4.71,Declining,22,17,154,120,77.92,5.03,42,66.27,Low,2025-07-30,3,Late,0,0,0,7,4,1,Below Average,Yes
297,8.61,7.66,8.04,Improving,24,23,144,141,97.92,7.18,36,80.21,Low,2025-07-27,0,On Time,1,0,1,6,1,1,Good,No
298,7.35,6.44,6.8,Improving,22,20,154,141,91.56,7.09,38,77.47,Low,2025-07-29,2,On Time,0,1,1,7,0,0,Average,No
299,6.31,6.84,6.63,Declining,22,19,44,38,86.36,6.31,19,61.13,Medium,2025-07-29,2,On Time,1,1,2,2,1,0,Average,No
300,6.79,7.6,7.28,Declining,18,15,126,109,86.51,6.7,44,87.64,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Good,No
301,7.89,7.75,7.81,Stable,18,15,54,46,85.19,7.93,40,67.49,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
302,6.78,6.75,6.76,Stable,20,17,80,69,86.25,5.91,38,68.98,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
303,5.01,5.7,5.42,Declining,18,10,54,32,59.26,4.53,36,81.56,Low,2025-07-27,0,On Time,1,0,1,3,1,0,Below Average,No
304,6.51,6.69,6.62,Stable,18,14,108,87,80.56,6.15,36,81.29,Low,2025-07-27,0,On Time,0,0,0,6,1,0,Average,No
305,7.57,7.84,7.73,Stable,22,20,154,143,92.86,8.14,38,80.99,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
306,4.66,5.29,5.04,Declining,24,16,120,84,70.0,4.57,36,70.63,Low,2025-08-01,5,Late,0,0,0,5,1,1,Below Average,No
307,10.05,,10.05,Stable,22,21,22,21,95.45,10.05,21,63.7,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Excellent,No
308,6.67,6.88,6.8,Stable,20,16,80,66,82.5,7.04,36,66.56,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Average,No
309,7.58,7.88,7.76,Stable,20,18,60,54,90.0,8.07,38,83.86,Low,2025-08-06,10,Very Late,0,0,0,3,0,0,Good,No
310,7.4,7.32,7.35,Stable,18,16,126,115,91.27,7.49,40,93.19,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Good,No
311,5.94,6.51,6.28,Declining,20,18,140,131,93.57,6.64,42,93.17,Low,2025-07-27,0,On Time,2,0,2,7,0,0,Average,No
312,6.88,7.77,7.41,Declining,22,17,154,124,80.52,7.29,38,78.22,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
313,7.82,7.69,7.74,Stable,18,14,126,102,80.95,7.75,40,87.83,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
314,7.57,6.08,6.68,Improving,18,15,72,62,86.11,6.1,42,89.36,Low,2025-07-30,3,Late,2,0,2,4,0,0,Average,No
315,8.1,7.54,7.76,Improving,24,21,168,148,88.1,7.91,42,79.7,Low,2025-08-01,5,Late,0,0,0,7,1,0,Good,No
316,6.38,6.17,6.25,Stable,20,18,60,55,91.67,5.37,44,84.68,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Average,No
317,7.17,7.0,7.07,Stable,20,16,140,116,82.86,7.03,40,91.79,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No
318,7.98,8.1,8.05,Stable,24,22,72,68,94.44,7.95,38,85.64,Low,2025-07-30,3,Late,0,0,0,3,0,0,Good,No
319,5.57,5.8,5.71,Stable,20,14,140,101,72.14,4.81,44,71.76,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No
320,5.15,5.41,5.31,Stable,24,17,144,104,72.22,4.87,40,71.56,Low,2025-08-03,7,Late,0,0,0,6,0,0,Below Average,No
321,5.57,6.61,6.19,Declining,20,17,80,68,85.0,6.12,36,71.2,Low,2025-07-29,2,On Time,0,0,0,4,1,1,Average,No
322,9.0,,9.0,Stable,22,21,22,21,95.45,9.0,21,85.94,Low,2025-07-28,1,On Time,0,0,0,1,0,0,Excellent,No
323,5.52,6.39,6.04,Declining,22,20,66,62,93.94,5.93,44,72.34,Low,2025-07-28,1,On Time,0,0,0,3,0,0,Average,No
324,6.87,7.04,6.97,Stable,24,20,144,123,85.42,7.16,40,94.58,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Average,No
325,5.99,7.26,6.75,Declining,20,16,60,48,80.0,6.84,36,87.85,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Average,No
326,4.59,,4.59,Stable,18,10,18,10,55.56,4.59,10,83.75,High,2025-07-27,0,On Time,0,0,0,1,3,2,Below Average,Yes
327,7.5,7.27,7.36,Stable,18,15,54,46,85.19,6.67,42,76.13,Low,2025-07-30,3,Late,1,0,1,3,0,0,Good,No
328,4.05,5.16,4.72,Declining,20,14,120,86,71.67,4.94,42,69.38,Low,2025-07-29,2,On Time,1,0,1,6,3,1,Below Average,Yes
329,5.88,5.96,5.93,Stable,24,17,168,124,73.81,5.51,40,94.95,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
330,7.79,7.63,7.69,Stable,18,15,108,91,84.26,7.06,40,93.36,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Good,No
331,7.07,5.58,6.18,Improving,22,18,154,128,83.12,5.37,42,72.04,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No
332,6.38,7.49,7.05,Declining,22,19,44,38,86.36,6.38,19,90.23,Medium,2025-07-29,2,On Time,0,0,0,2,0,0,Good,No
333,8.04,8.03,8.03,Stable,22,21,154,151,98.05,8.35,36,77.47,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
334,5.58,6.87,6.35,Declining,22,20,110,103,93.64,6.77,38,79.71,Low,2025-07-27,0,On Time,0,0,0,5,1,0,Average,No
335,8.85,8.33,8.54,Improving,18,17,36,35,97.22,8.85,17,70.85,Low,2025-07-27,0,On Time,1,0,1,2,0,0,Excellent,No
336,6.44,6.45,6.45,Stable,24,19,120,97,80.83,6.52,42,87.39,Low,2025-07-28,1,On Time,1,0,1,5,0,0,Average,No
337,5.41,5.53,5.48,Stable,22,17,154,125,81.17,5.52,40,70.79,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Below Average,No
338,6.11,7.01,6.65,Declining,22,18,44,37,84.09,6.11,18,67.88,Medium,2025-07-29,2,On Time,0,0,0,2,0,0,Average,No
339,6.54,6.74,6.66,Stable,18,14,72,58,80.56,6.32,38,88.14,Low,2025-07-27,0,On Time,1,0,1,4,2,0,Average,No
340,5.5,6.84,6.3,Declining,18,16,126,118,93.65,6.54,44,82.27,Low,2025-07-28,1,On Time,2,0,2,7,1,1,Average,No
341,6.99,6.03,6.41,Improving,18,14,72,58,80.56,5.99,38,86.22,Low,2025-07-28,1,On Time,0,0,0,4,1,0,Average,No
342,6.9,7.79,7.43,Declining,22,19,66,57,86.36,7.08,44,81.17,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
343,8.13,,8.13,Improving,18,17,18,17,94.44,8.13,17,68.1,Low,2025-08-01,5,Late,0,0,0,1,0,0,Good,No
344,8.14,8.33,8.25,Stable,22,21,154,153,99.35,8.04,42,81.25,Low,2025-07-30,3,Late,0,1,1,7,0,0,Good,No
345,6.72,6.68,6.7,Stable,18,15,108,90,83.33,6.54,40,84.52,Low,2025-07-29,2,On Time,1,0,1,6,2,2,Average,No
346,5.44,,5.44,Stable,24,19,24,19,79.17,5.44,19,73.03,Medium,2025-07-27,0,On Time,0,0,0,1,0,0,Below Average,No
347,6.6,6.57,6.58,Stable,24,20,144,120,83.33,6.64,38,82.87,Low,2025-07-27,0,On Time,0,0,0,6,2,1,Average,No
348,6.02,5.84,5.91,Stable,24,14,96,59,61.46,5.54,44,79.3,Low,2025-07-28,1,On Time,0,0,0,4,2,1,Average,No
349,6.78,6.91,6.86,Stable,22,18,110,92,83.64,5.9,42,79.94,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Average,No
350,6.28,7.67,7.11,Declining,22,18,44,37,84.09,6.28,18,61.94,Medium,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No
351,7.06,6.92,6.98,Stable,20,16,120,98,81.67,6.26,42,72.64,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Average,No
352,5.12,5.0,5.05,Stable,18,11,126,83,65.87,4.69,42,87.45,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Below Average,No
353,7.59,7.84,7.74,Stable,22,19,154,133,86.36,8.14,36,70.6,Low,2025-07-27,0,On Time,0,0,0,7,1,1,Good,No
354,6.13,6.38,6.28,Stable,22,20,44,40,90.91,6.13,20,77.9,Medium,2025-08-03,7,Late,0,0,0,2,2,2,Average,No
355,7.26,7.38,7.33,Stable,24,20,144,125,86.81,7.46,36,71.61,Low,2025-07-27,0,On Time,1,0,1,6,0,0,Good,No
356,6.14,6.28,6.22,Stable,22,18,132,113,85.61,6.54,42,92.06,Low,2025-07-30,3,Late,1,0,1,6,1,1,Average,No
357,7.38,6.19,6.67,Improving,20,17,140,124,88.57,5.99,40,73.66,Low,2025-08-16,20,Very Late,0,0,0,7,2,1,Average,No
358,8.72,7.68,8.1,Improving,18,17,72,70,97.22,8.22,40,79.09,Low,2025-07-29,2,On Time,1,0,1,4,1,1,Good,No
359,5.28,6.52,6.02,Declining,20,18,120,110,91.67,5.13,38,69.49,Low,2025-07-28,1,On Time,0,0,0,6,1,0,Average,No
360,8.16,7.96,8.04,Stable,20,19,120,118,98.33,7.74,42,71.96,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Good,No
361,6.97,6.91,6.93,Stable,24,20,144,125,86.81,7.23,42,74.19,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Average,No
362,4.35,5.27,4.9,Declining,18,11,72,46,63.89,5.06,36,69.78,Low,2025-08-03,7,Late,1,0,1,4,0,0,Below Average,Yes
363,8.42,,8.42,Improving,24,23,24,23,95.83,8.42,23,83.2,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No
364,7.55,7.28,7.39,Stable,24,22,96,90,93.75,7.2,36,91.97,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No
365,7.97,8.24,8.13,Stable,22,21,154,152,98.7,7.34,40,93.25,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No
366,6.98,7.22,7.12,Stable,22,18,66,55,83.33,6.9,38,90.4,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No
367,6.34,6.17,6.24,Stable,22,19,154,135,87.66,6.38,44,78.21,Low,2025-07-27,0,On Time,0,0,0,7,1,1,Average,No
368,6.91,7.75,7.41,Declining,18,16,72,67,93.06,6.89,36,81.96,Low,2025-07-27,0,On Time,0,0,0,4,1,1,Good,No
369,6.86,,6.86,Stable,22,18,22,18,81.82,6.86,18,76.57,Medium,2025-07-27,0,On Time,0,0,0,1,0,0,Average,No
370,6.21,6.34,6.29,Stable,24,21,120,106,88.33,5.58,44,81.59,Low,2025-07-29,2,On Time,1,0,1,5,1,1,Average,No
371,5.5,6.4,6.04,Declining,24,20,72,61,84.72,5.54,44,70.93,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Average,No
372,6.04,6.15,6.11,Stable,20,17,60,51,85.0,6.14,42,83.48,Low,2025-07-30,3,Late,1,0,1,3,1,1,Average,No
373,5.65,5.46,5.54,Stable,20,16,120,97,80.83,5.96,38,81.5,Low,2025-07-27,0,On Time,0,0,0,6,0,0,Average,No
374,8.37,8.61,8.51,Stable,20,19,80,79,98.75,7.84,36,79.36,Low,2025-08-16,20,Very Late,0,0,0,4,0,0,Excellent,No
